,id,text,author_id,created_at,retweets,likes,replies,quotes
25,1973889444056084560,"RT @cineoliesky: deadpool &amp; wolverine (2024)
classic brown &amp; tan costume https://t.co/icsTM0982B",433138406,2025-10-02T23:14:51+00:00,52,0,0,0
26,1973889258755928087,"RT @joshuacassara: DEADPOOL/WOLVERINE #9 is out tomorrow! 

Non-stop action by @Benjamin_Percy, Robert Gill, Guru-eFX, @JoeSabino. 

Cover…",433138406,2025-10-02T23:14:07+00:00,12,0,0,0
27,1973889145304236065,@Quis1of1 @Zack58512134 @BeyondReporter I'm expecting a full scale marketing blitz for Doomsday and Secret Wars. Like Marvel needs to go 'Deadpool &amp; Wolverine' sized marketing.,1487682653868290050,2025-10-02T23:13:39+00:00,0,0,0,0
28,1973886524724068720,"RT @CultureCrave: Channing Tatum says ‘Avengers: Doomsday’ will make 'your brain ooze out of your ears'

“In the way that I knew when Blade…",68268984,2025-10-02T23:03:15+00:00,323,0,0,0
29,1973886157907013969,"RT @TheDeadpoolian: Why would you do that to us, Wade.

Deadpool / Wolverine (2025) #10 https://t.co/eBk3Mhvtt7",1530566998492860416,2025-10-02T23:01:47+00:00,53,0,0,0
30,1973883976642355254,RT @Hi_im_gem_again: Deadpool and Wolverine pirated on the school computer instead of doing forensics 🔥🔥🔥,1583455085220151296,2025-10-02T22:53:07+00:00,1,0,0,0
31,1973882827751240098,"RT @SHIELDZephyrOne: nouveau film #MARVEL avec #DEADPOOL, #WOLVERINE et... par @lndri_ #RyanReynolds #HughJackman #XMen #DeadpoolandWolveri…",551757163,2025-10-02T22:48:33+00:00,1,0,0,0
32,1973882523106357286,@MCU_Direct Tobey is supposedly playing a big role in Secret Wars with Wolverine and Deadpool so it should be him,1487682653868290050,2025-10-02T22:47:21+00:00,0,0,0,0
33,1973881819918750009,@chickenflap98 @MadsDice_0 @BLUEYMOO_s @Mister_Minty_ @greatestdisease I was making a reference to the Deadpool and Wolverine movie 😅,744958517212221440,2025-10-02T22:44:33+00:00,0,1,1,0
34,1973881018445918665,"RT @ComicBook: Channing Tatum says Avengers: Doomsday will make “your brain ooze out of your ears”:
 
“In the way that I knew when Blade wa…",96521645,2025-10-02T22:41:22+00:00,10,0,0,0
35,1973877852962771046,Deadpool Wolverine issue 10 https://t.co/RJWWG3nRJe,1238388738008334336,2025-10-02T22:28:47+00:00,0,0,0,0
36,1973876231537115607,"RT @CultureCrave: Channing Tatum says ‘Avengers: Doomsday’ will make 'your brain ooze out of your ears'

“In the way that I knew when Blade…",1573415043865014272,2025-10-02T22:22:21+00:00,323,0,0,0
37,1973876074871468239,"RT @DNCSamsonNSFW: I've finally watched Deadpool and Wolverine in theatre!
I decided to draw a saucy pin-up illustration of Lady Deadpool w…",1635058350470594562,2025-10-02T22:21:43+00:00,32,0,0,0
38,1973875999545888995,"Deadpool and Wolverine! (08 - 03 • 2025)
#DeadpoolandWolverine #procreateart #digitalart https://t.co/AqKOBUN5kX",1970575360170643456,2025-10-02T22:21:25+00:00,0,0,0,0
39,1973875615305773528,"RT @DeezySempai: 🎶I Want To See You Out That Door, Baby Bye Bye Bye🎶

im late af but i finally watched Deadpool &amp; Wolverine. had to draw my…",1635058350470594562,2025-10-02T22:19:54+00:00,253,0,0,0
40,1973874619032744358,RT @ilyryanreynolds: Ryan Reynolds and Hugh Jackman on Hot Ones is still one of my favorite interviews from the Deadpool &amp; Wolverine press…,1967693221796216832,2025-10-02T22:15:56+00:00,4,0,0,0
41,1973873570238664720,"RT @ComicBook: Channing Tatum says Avengers: Doomsday will make “your brain ooze out of your ears”:
 
“In the way that I knew when Blade wa…",92603118,2025-10-02T22:11:46+00:00,10,0,0,0
42,1973873511795167594,"Hugh Jackman in Deadpool &amp; Wolverine (2024) 

 https://t.co/XkYDVIkhZd",1221090082032979968,2025-10-02T22:11:32+00:00,0,1,1,0
43,1973873383541723531,"RT @babieuwu: kind of looks like logi is blushing (im delusional) #poolverine 

deadpool/wolverine (2025) #10 https://t.co/J1LOk6iRSb",1182390922463477760,2025-10-02T22:11:02+00:00,13,0,0,0
44,1973871667282915490,"RT @CultureCrave: Channing Tatum says ‘Avengers: Doomsday’ will make 'your brain ooze out of your ears'

“In the way that I knew when Blade…",457582238,2025-10-02T22:04:12+00:00,323,0,0,0
45,1973870626202132514,"RT @vidsthatgohard: Fuck it, the full Deadpool &amp; Wolverine movie🍿 https://t.co/O5CfnFfSXT",2207289307,2025-10-02T22:00:04+00:00,28315,0,0,0
46,1973869239070277875,"Son's 1st Bday party tomorrow 

He loves Deadpool and wolverine so much that we got him a cake that looks amazing. Anything for you son 🫶🏼

Sheesh this weekend is gonna be full of kids and family members 

I am gonna need a lot of energy drinks to keep me going 😂",1632507731239374848,2025-10-02T21:54:33+00:00,0,0,0,0
47,1973869033079648508,"@marvel_updat3s Marvel For second season 2, you can add to Venom, Loki, Sylvie Loki, Mobius, The other Guardians of the Galaxy, X-23 , Deadpool, Wolverine,  Fantastic 4 , Kids loki, Cassie Lang, Bucky Barnes, Sentry, Johnny Blaze( Ghost Rider) , Gambito, Daredevil, Elektra, Green Goblin.",1243382831423688705,2025-10-02T21:53:44+00:00,0,1,0,0
48,1973868989312049327,@bornposting I wasn't big on Deadpool and Wolverine but this was one of my favorite moments in the theater. I understood that reference.,1105317865354391552,2025-10-02T21:53:34+00:00,0,2,0,0
